1.0419	0.86934
-0.55596	0.25366
-0.76843	-1.4706
-0.24695	0.049345
-0.90939	0.068171
0.27759	-2.2838
0.7998	0.35413
-0.69972	1.6056
-0.8182	-0.045703
-1.2995	1.0126
1.6309	-0.10576
1.4813	-0.74828
-0.19926	-0.12106
0.025593	1.3818
1.2302	0.23913
0.59068	-0.45055
1.3086	-0.63677
0.52802	1.6285
0.13875	0.46919
-0.2199	0.51616
1.2695	2.5395
-1.5334	-1.9941
-0.41678	0.93393
1.3353	0.77212
-1.0292	1.0933
1.0216	0.20723
1.1283	0.25552
1.1848	0.87637
1.4793	0.63192
0.40647	0.73398
0.54375	0.54653
-0.015001	0.40561
-1.2702	0.40671
0.30205	-0.52417
-0.79504	-1.0186
0.97228	0.94191
0.33336	-0.24072
0.82825	-1.6635
-0.88803	2.3476
-0.76298	0.40251
0.54442	-0.078192
-0.99563	1.4083
-1.8103	0.90189
1.0184	-1.4928
-0.039327	-1.2741
0.42762	1.8719
-1.5595	0.093248
-0.5198	0.25096
-0.6132	-0.41345
0.060006	1.528
1.0768	2.4175
-0.71594	1.6942
-2.1616	0.31732
0.1479	0.89401
-0.053783	-0.47554
0.24938	1.1231
0.70931	1.5587
0.054098	-0.52031
-0.041051	2.6779
-0.21939	-0.41692
1.3877	-0.61238
1.1867	-0.4401
0.25269	0.79556
-2.0544	0.78159
-2.1865	0.34907
0.38861	-0.34692
0.43804	-0.01336
0.78358	1.1849
0.38069	1.1793
0.5132	-1.0769
0.1018	0.90608
1.9833	-0.45218
0.99382	1.1074
-1.152	1.7707
0.38849	-2.1325
0.60057	2.3905
-1.9787	-0.20582
-0.15069	-0.064198
0.51216	0.90466
-0.011816	1.2146
-0.80204	1.141
0.18802	0.49427
-0.57787	-0.60073
0.45076	-0.57864
0.65549	-1.9413
-0.6777	-0.71875
1.3956	-0.7043
-0.99987	0.058466
0.67535	0.70198
0.25201	1.9252
0.96506	-0.15882
-0.037452	-0.1497
0.13356	0.23036
1.0653	0.529
-0.37817	0.26873
1.7703	0.14399
1.2653	0.21199
0.18785	1.6914
-1.1726	0.64854
0.43508	-0.14439
-1.0409	1.4447
-0.84663	0.099925
0.72028	0.86702
-0.096212	2.0838
-0.17861	0.11746
-0.30555	1.6114
1.0747	2.2418
1.4866	-1.9346
-0.55115	-1.2632
0.10794	-1.0557
0.81596	1.3804
-1.1136	0.63817
-1.0913	-1.8263
-1.3883	-0.48397
0.78753	0.49894
-0.58732	3.1557
-0.30243	-0.38196
1.8191	0.083053
-1.7499	1.1614
0.37496	0.20474
1.288	1.7033
-1.7124	1.1585
1.1882	-1.7326
-0.59981	-0.84295
-0.13987	1.5143
0.55128	0.85068
0.91674	-0.32198
1.1265	0.2204
-0.55231	-1.1998
-1.3489	-1.2477
-0.81346	0.1927
-1.7505	0.097574
1.1079	1.7563
0.96926	0.51592
-0.44546	0.057051
-1.8183	-0.052114
-1.1414	0.73727
2.3717	1.0227
0.069321	0.70941
-0.04958	-1.364
0.1986	-0.51852
-1.2059	-0.99553
0.65794	0.13517
