1.2538	2.329
0.89501	-0.34368
-1.6321	0.18964
-4.5838	1.0592
-1.1396	1.8153
0.1546	0.29556
1.2655	1.4077
3.4282	0.81518
-0.51549	0.36506
3.6297	0.33558
5.0527	2.4285
2.435	-3.1126
-0.17086	-4.1796
1.1324	-6.1486
-2.9332	-0.10426
-0.53456	2.7832
0.1024	-1.0873
-4.8383	1.4729
-1.42	-0.30527
-3.2622	-5.3978
1.9661	1.7611
-1.5569	-1.6184
1.2678	4.6355
2.3688	2.0437
-3.1825	0.8931
2.3618	3.1656
0.50872	3.9003
1.0007	-2.4684
3.7922	-2.2161
-3.7623	1.4876
3.5196	-0.52534
-0.87118	1.2988
1.1767	-2.0314
-1.0868	-1.218
2.3527	-0.15403
2.8654	1.4272
1.6852	-2.3412
0.64909	-1.1822
2.2869	1.4843
1.9339	3.0927
1.1531	3.1205
0.98189	-0.19979
-1.1256	1.3231
1.2583	-1.5497
1.3831	-0.75432
-2.2914	3.4072
0.45422	2.2273
1.6776	-1.1645
2.5703	0.84526
2.6238	1.1742
0.56899	-1.8412
0.97918	-2.4018
-5.0874	-4.4947
-2.9676	4.3812
-1.3811	-2.028
-1.5579	4.249
0.91498	1.3101
-2.7693	0.098917
-2.0666	-1.136
-3.2386	-2.9326
-1.9949	2.8472
-0.7432	-2.9231
2.2574	2.8415
1.7345	-3.025
-5.2693	1.0211
-0.052016	-3.1887
-2.4539	-2.454
-2.3738	4.3472
2.4196	2.2402
-1.3594	1.3943
1.7026	-0.64964
1.2877	-2.3417
1.5809	-0.27487
1.3991	-2.6196
-0.12722	-5.0226
-2.8096	3.6968
-0.038436	-1.9677
1.0318	-1.6087
2.647	2.2092
-3.6988	-1.2362
2.6551	-0.49099
-1.5735	2.7586
-0.47818	-1.5392
-0.63141	-1.381
-0.79893	-1.2695
-1.035	-4.4525
0.79333	-2.0785
2.3196	-2.5589
1.716	-3.6411
1.5782	-0.1243
-2.4484	1.0585
0.93384	2.6204
0.27522	0.51145
1.437	-0.36678
1.2	0.13476
2.693	1.3936
-1.8841	2.5107
-2.7197	-0.80093
-1.1742	1.8698
1.7663	0.34086
1.7257	-1.6724
-4.1495	-1.4212
-2.7999	2.3662
-1.4153	3.8351
2.4998	2.1556
-1.3593	0.30998
1.3454	-2.6141
0.38165	-2.5602
3.8619	0.14976
0.74756	-1.8782
-1.2548	1.4434
1.837	-4.5182
0.87253	2.0718
0.041428	-0.8223
3.1095	-1.2038
4.5799	-1.0218
-3.4177	0.83385
-1.2958	1.0834
4.0375	1.1986
-3.7821	1.2115
-1.2911	2.1181
0.26599	0.28323
0.86568	-1.0203
-2.3448	0.71411
-0.53025	1.142
2.1132	-2.2234
3.3016	-2.723
2.3283	1.8869
0.039215	1.8146
1.9034	-2.7598
2.3631	2.8539
-2.8191	-2.5584
2.4018	3.8029
0.59924	-0.43249
-0.50124	0.40516
-4.1724	0.68232
2.1	-0.91638
1.9232	-3.4239
1.836	1.3894
-0.68192	-1.2283
-3.4702	-2.3388
3.5998	1.6082
2.2221	-3.2101
0.09942	1.9825
1.562	-0.055357
-2.0321	0.85963
1.4808	0.6818
-0.16055	2.7582
1.1551	-1.1116
-4.1466	2.6475
-0.51892	0.65618
2.1452	-3.0159
1.9566	1.4264
1.8171	2.2654
0.85726	-3.095
0.055739	1.8847
1.05	0.88947
0.033557	-0.094842
1.2113	0.75212
-3.9151	3.3573
-3.7765	-1.2833
1.8309	-1.9679
4.0811	-4.8866
-1.6543	2.492
1.4596	-3.9231
2.4475	-1.6946
5.5191	4.6038
-2.6081	-3.8087
-0.93176	0.3057
1.8782	1.5174
-1.5311	1.0378
0.043868	4.5125
-2.6777	3.1607
